,Drag Coefficient,mass,diameter,fall_velocity,air_density,air_viscosity,Reynolds Number,shapes,KPCA1,KPCA2,KPCA3,KPCA4,KPCA5
16,2.1044812,6e-08,0.0008941411,1.16,1.112,1.758e-05,65.60697,14,-0.4558123000734361,0.09641185008847979,0.020570267327812777,0.0169206646707105,-0.12017995784298567
17,1.4018114,1.5e-08,0.00054510846,1.09,1.112,1.758e-05,37.583336,14,0.09381639523343606,-0.07947962402395331,-0.1470302484679636,-0.009352996767236584,0.07317874545019121
18,0.43935207,1.2e-07,0.0022024366,1.85,1.112,1.758e-05,257.72766,8,0.14449986233202483,0.34225164115572665,0.08410101128726194,-0.12260806752509457,0.44993390954947937
19,0.72581977,7e-08,0.0011141705,1.64,1.112,1.758e-05,115.579666,14,0.013976173242795648,-0.3048847503327932,0.08007415629847019,-0.2082864422042464,-0.024586802915164404
20,0.8670713,1.6999999e-07,0.0018544776,1.67,1.112,1.758e-05,195.89528,8,0.3738393357780594,0.3970458726298279,0.14216466211000295,0.18527525092497704,-0.06111624460779296
21,1.2388414,5e-09,0.0005556288,0.82,1.112,1.758e-05,28.819372,8,-0.26412520536542416,0.2312306701284147,0.05413514613264277,0.14055594072112068,-0.15275230142644702
22,0.8425113,9e-08,0.0011193654,1.61,1.112,1.758e-05,113.99445,15,0.23657601610462625,-0.36912592666834304,0.12370242144493235,-0.04730266203210757,0.04001872952576092
23,0.56555855,1.5e-08,0.0006214613,1.56,1.112,1.758e-05,61.32317,14,-0.23446717512124518,0.4188299123781643,-0.28245219103025854,0.06155944216201474,-0.09094651920735047
24,0.9309956,6e-08,0.0010358816,1.51,1.112,1.758e-05,98.94025,14,-0.15785549597384824,-0.16011308678349107,-0.10889142391524398,0.22440771485557542,0.05615815137060156
25,0.99330187,3.5e-08,0.0007732074,1.3,1.112,1.758e-05,63.580692,14,0.229368239532174,-0.3853632685012894,0.10197086901813406,-0.03676546864826029,-0.028601864929440883
26,0.5564623,9e-08,0.0016234325,1.62,1.112,1.758e-05,166.35474,14,-0.18050035135679435,-0.15035019791019902,-0.01447651883144394,0.1337648115100081,0.08575921497876221
27,0.5688166,3e-07,0.0019883818,2.14,1.112,1.758e-05,269.1532,15,0.1026881998519697,-0.24605883478789511,0.24202491754747077,-0.0007145058653094047,-0.052139585464077216
28,0.6992112,1.6999999e-07,0.0016204194,1.77,1.112,1.758e-05,181.42061,15,-0.1280526820867803,-0.29345126881587036,0.03603697246435526,-0.14851623145517928,0.03960154997201695
29,0.8152506,1.05e-07,0.0014813858,1.62,1.112,1.758e-05,151.79907,14,0.41704530216244107,0.15154301539523543,-0.061658146739116765,-0.04410310988943846,0.0436232797251574
30,0.5838549,5.2e-07,0.0025007979,2.25,1.112,1.758e-05,355.9156,14,0.48991407560709316,0.2144530119355891,-0.03380603234705021,0.07742745586476377,-0.17998528059883312
31,0.65068185,1.9999999e-07,0.0017103185,1.85,1.112,1.758e-05,200.14034,15,0.33325954035568167,-0.3377802055731861,-0.1419598049473647,-0.025339189577299876,-0.048006672277245206
32,0.7197269,9e-08,0.0016641982,1.48,1.112,1.758e-05,155.79471,14,-0.21697233085971854,0.03660653904163769,0.12087742429126319,0.3000774369785314,0.12093371808768141
33,0.4786489,9e-08,0.0016536863,1.62,1.112,1.758e-05,169.45488,15,0.3642000218403635,0.1402787120663589,0.06629866715621305,0.06808157189016531,0.15208585782640419
34,0.83212286,1.2e-07,0.0017679483,1.37,1.112,1.758e-05,153.2061,14,0.3365073914729894,0.18978988919417109,-0.014233824282356235,0.2337170569993792,0.09658343324237997
35,0.41919658,1.6999999e-07,0.0020639384,1.77,1.112,1.758e-05,231.07658,13,0.05574210001471338,-0.19883051983788494,-0.22318763669142444,0.1321156083550746,0.06006112384777392
36,0.3835586,3.9999998e-07,0.0025432545,2.25,1.112,1.758e-05,361.95804,13,-0.21513590708136152,-0.1934845309431764,0.2965194317124164,-0.024828159173070123,-0.0021618044103019385
37,0.9873768,3.5e-08,0.0008708457,1.21,1.112,1.758e-05,66.6519,13,-0.10254581442048917,-0.07205124889374621,-0.09651614928128024,-0.07353995866532353,0.06877549945262909
38,2.1303751,9e-08,0.0013833499,1.16,1.112,1.758e-05,101.50232,13,-0.03482700165129207,0.06589222872185946,0.22785826169301368,-0.198746674032566,0.33203416898717864
39,0.64398444,3e-07,0.0017348272,2.25,1.112,1.758e-05,246.90202,15,0.5118122225690646,0.09186059625910002,-0.028919662794944657,0.08561629246032045,-0.06133062063472217
40,0.6279055,1.2e-07,0.0015444483,1.64,1.112,1.758e-05,160.21498,14,-0.03601573174882323,-0.18248620595286985,-0.18327177849275827,0.18096271515193507,0.10108762470731453
41,0.73670584,7e-08,0.0013597703,1.33,1.112,1.758e-05,114.393974,14,-0.23979841236537472,-0.16427556260082793,-0.18868208918738785,-0.031884600877427165,-0.06293797297339794
42,1.4554181,1.5e-08,0.0006749162,0.89,1.112,1.758e-05,37.99494,14,-0.39214566882174084,-0.04813988036380664,0.11988951180432236,-0.06203265825994962,-0.027401825543307137
43,0.41071504,9e-08,0.0017814393,1.58,1.112,1.758e-05,178.03854,14,-0.3571451199866641,-0.09924490438839162,-0.025983003916059465,-0.011395108995281346,-0.06480405418618422
44,1.0840026,6e-08,0.0019867984,0.9,1.112,1.758e-05,113.10512,11,-0.11878266125097298,0.25658243043745327,-0.03471039172433113,-0.0593092923493574,-0.12610158977159314
45,0.65240216,9e-08,0.0016717593,1.45,1.112,1.758e-05,153.3302,14,0.4570807400115205,-0.09124481068282717,0.07953613864434245,-0.09446748128743461,-0.07750414340136522
46,0.72515595,9e-08,0.0015785316,1.37,1.112,1.758e-05,136.7917,14,0.5114914608816069,0.026111849871708937,-0.016713734811015544,-0.06463315127872941,-0.21526239375067074
47,0.75915426,6e-08,0.0013210453,1.29,1.112,1.758e-05,107.79369,14,0.3848115506611599,0.46988545842976426,0.1140877523502911,-0.05194629221674613,-0.05261128662899362
48,0.46100736,9e-08,0.0016014639,1.69,1.112,1.758e-05,171.19449,14,0.40493858968051555,-0.1178187333320238,-0.14405248843237572,-0.006829334839436824,0.011248778112255019
49,1.3226622,7e-08,0.00084666535,1.48,1.112,1.758e-05,79.26099,14,-0.09552313026072214,-0.2081229269167609,-0.24578278889769067,0.018469442143170613,0.04026677739223804
50,0.8759267,3e-07,0.004154343,1.13,1.112,1.758e-05,296.93866,12,-0.362889206709066,0.11773080448933419,-0.12200936455040612,-0.09043816654319482,0.07148505326836546
51,0.6629237,7e-07,0.0032182955,1.83,1.112,1.758e-05,372.53143,13,-0.16435173063319322,-0.23372382365880295,-0.033555911669539,-0.006522053052895989,0.07249155564604559
52,0.988769,6e-08,0.001355556,1.21,1.112,1.758e-05,103.75015,14,0.10268805240949772,0.08662533945979677,-0.11653171424244084,0.1396312197883717,0.16884825142217894
53,0.8700406,6e-08,0.0013720188,1.29,1.112,1.758e-05,111.95299,14,-0.062662008286101,-0.1428979910239818,0.22825380599698156,-0.057907054942519263,0.05239156686111724
54,0.5976622,3.5e-07,0.0023485671,2.04,1.112,1.758e-05,303.0533,14,-0.14040849898564148,-0.20903517581614134,-0.1747893310920073,-0.10164710528430768,-0.0852236151629849
55,1.584742,3.5e-08,0.0010635854,0.93,1.112,1.758e-05,62.56641,13,0.2549607547903036,0.11373907056415697,0.044003026400313325,-0.07562954735915112,-0.26235988496303564
56,0.47067362,9e-08,0.0016255103,1.62,1.112,1.758e-05,166.56766,14,0.4055625537162934,0.07959200871106646,-0.07679424441760135,0.15994274870476458,0.08879625935931121
57,0.97244143,1.8e-07,0.0034809145,1.03,1.112,1.758e-05,226.78613,4,-0.4311718470171535,0.23343254491592733,-0.06985278750464065,-0.09513467087900254,-0.058920284424696885
58,1.3103232,4.9999997e-08,0.0015369892,0.82,1.112,1.758e-05,79.720604,11,-0.3067652330857502,0.01842615393221177,-0.09148291802442535,-0.03335722355402908,-0.08229732979132157
59,0.9740653,6e-08,0.0013321696,1.25,1.112,1.758e-05,105.33082,13,-0.1954244989907882,0.2205879959631649,-0.11279848318897107,-0.2600887688405796,0.29245496164387247
60,0.8957052,7e-08,0.0025333802,0.9,1.112,1.758e-05,144.2211,10,-0.20206407683573605,-0.06373208312653257,0.08397410776512058,0.06088093062817054,0.10895311589975602
61,1.5327495,3.5e-08,0.0010951527,0.9,1.112,1.758e-05,62.345215,13,-0.05127857836667672,-0.13981530032711684,0.08060331072435876,-0.16291530677055432,0.09965296794290289
62,1.4397577,6.5e-07,0.0049566394,1.03,1.112,1.758e-05,322.93155,5,-0.2634375675365671,0.26407152124189265,-0.13245802660871084,-0.08561399794809062,0.09019395008744933
63,0.81850886,3.5e-07,0.00266267,1.51,1.112,1.758e-05,254.31982,13,0.20009032322499246,-0.040016939370091695,-0.1856354149750443,0.14680315891291856,0.0914426961848274
64,1.2540501,6e-08,0.0012038185,1.11,1.112,1.758e-05,84.522026,14,0.40999966953597405,-0.1571391497397569,-0.011790882312951213,0.03470765979406238,-0.07969446145343978
65,0.5130358,1.6999999e-07,0.0023674625,1.46,1.112,1.758e-05,218.63611,14,0.10547683324374955,-0.2734343578266855,-0.14005707838849868,-0.0115772180573443,-0.12596904550889595
66,0.8963906,3e-07,0.0028055324,1.33,1.112,1.758e-05,236.0222,15,0.21692760568549563,-0.3162330444067159,-0.05304542967562984,-0.13066054566491986,-0.12735684392154484
67,1.7284492,9e-08,0.0014816583,1.03,1.112,1.758e-05,96.531975,15,0.3532815994050581,0.05706494225033611,-0.014433138133877253,-0.0442116592705387,0.041848008102954026
68,2.1003885,1.05e-07,0.0013035624,1.03,1.112,1.758e-05,84.9288,14,0.37755341962796357,-0.21987722296978626,0.032779862438876844,0.15345311347633758,0.05484309373321873
69,0.87708455,1.5e-08,0.0008007094,0.95,1.112,1.758e-05,48.115437,14,0.3121304985113529,-0.11576315503701765,-0.08186492246413768,-0.1940692114783567,-0.21251700500931653
70,1.0513302,6e-08,0.0011671623,1.25,1.112,1.758e-05,92.28417,14,0.11217396837744419,-0.2685715830435236,0.24771062681744688,-0.17546636719965328,0.12412501464460748
71,0.8833853,1.5e-07,0.0014781543,1.69,1.112,1.758e-05,158.01286,14,0.4171761435617114,-0.14631089723213095,0.0015296995785313116,-0.30759610454799396,-0.12625365261723256
72,0.5350511,3.5e-08,0.0009562907,1.58,1.112,1.758e-05,95.572495,16,0.33957474202490134,-0.2676624535715442,0.10298856260311413,-0.11652768758416525,-0.0019496321210697599
73,0.85185856,1.5e-08,0.0010083446,0.98,1.112,1.758e-05,62.505898,8,0.07052118529411897,0.29607456488429373,0.08301360054051769,-0.18340342467315707,0.35341427101418543
74,0.5638782,9e-08,0.001785622,1.58,1.112,1.758e-05,178.45657,8,-0.0008172936855781784,0.11729045509798518,0.4670803934742381,0.09617538867434315,-0.15905872765860046
75,0.5861505,1.9999999e-07,0.001999291,1.93,1.112,1.758e-05,244.0727,8,0.0314618256860926,-0.02497898644354008,0.40526207874177406,0.20978279086828885,-0.18520135927905831
76,1.7231591,9e-08,0.001736502,0.89,1.112,1.758e-05,97.75776,12,0.40663128419486205,0.26958847693410687,0.1205974680452086,0.19748820833896288,0.004339450501569852
77,0.6894102,6e-08,0.0013857667,1.45,1.112,1.758e-05,127.09956,12,0.3627642667400795,0.1959462359446438,0.04389307043024126,0.020295697919011407,-0.1903842287587804
78,2.0776477,3.5e-08,0.0010348485,0.82,1.112,1.758e-05,53.675552,12,-0.33326415095506257,-0.05389423689428486,0.19042447065163692,0.02936393032661279,0.02613913572211955
79,1.747109,3e-07,0.0025382007,1.03,1.112,1.758e-05,165.3671,12,0.5050310477940427,0.18414136044291649,0.046346328906330586,0.055077318953471066,-0.09872428294878856
80,2.2879615,1.6999999e-07,0.0018612975,0.87,1.112,1.758e-05,102.42854,12,0.49102050686465604,0.19377216927417026,0.05701839462102607,0.03179150262714254,0.0993882882416287
81,1.3242849,1.05e-07,0.0022391065,0.8,1.112,1.758e-05,113.305405,11,0.2904973218229582,0.2972403656345416,-0.005546513863585418,0.1547761564503055,0.01299114518731293
82,1.1013374,1.2e-07,0.0018445887,1.09,1.112,1.758e-05,127.17799,14,-0.2816809810088645,-0.07447390965642237,0.29322203955990145,-0.06555346030134945,-0.09769614794869431
83,0.8190655,6e-08,0.003074475,0.89,1.112,1.758e-05,173.08002,0,-0.20428099628835436,0.46053886289531076,-0.11460669545636627,0.12241823600094967,-0.16070521126581294
84,1.568825,6e-08,0.0014866305,0.82,1.112,1.758e-05,77.1086,11,-0.11235685205274312,-0.21118428323368832,0.026075629157483612,0.20733845480593793,0.12498406751293845
85,1.2882832,5.5e-07,0.003951126,1.16,1.112,1.758e-05,289.91104,10,-0.2969764719076225,0.05519876823580011,-0.06445672711986304,0.06561374691395845,0.06282704671901357
86,1.2213906,6e-08,0.0011138036,1.29,1.112,1.758e-05,90.88333,8,-0.36534382398162796,0.0067096567654694305,-0.009248104859964032,0.20216376195334262,-0.07915425985745433
87,1.1172593,6e-08,0.0020578227,0.82,1.112,1.758e-05,106.735214,10,-0.3728788213083222,0.24664591778027592,-0.03752957497426641,-0.09423598981511346,-0.1415831723170577
88,2.120064,6e-08,0.0010407211,1.09,1.112,1.758e-05,71.754105,8,0.08380581754157762,0.16606090716909247,-0.03416957510909668,-0.3946932093358828,0.2178808129600368
89,0.41899866,1.5e-08,0.0015368232,0.93,1.112,1.758e-05,90.405075,11,-0.27638772880394036,-0.007341096615779135,-0.0205254169211639,0.022247953361687448,-0.09174282081840524
90,1.1624709,9e-08,0.0015662007,1.03,1.112,1.758e-05,102.04003,15,-0.2776559964206906,0.042252236114138024,0.41109143855060115,-0.10317497878940665,-0.012035762097634024
91,0.7144322,1.2e-07,0.001666596,1.51,1.112,1.758e-05,159.18172,14,0.31135832705626154,-0.22156117078470505,-0.04265283690281466,0.014869477737584428,0.06674355780596246
92,0.46855196,3.5e-07,0.0026049193,1.93,1.112,1.758e-05,318.0076,14,-0.3591232496041961,0.18089050832453424,0.19641992424302265,-0.09737289647028889,-0.08202848432648033
93,0.5533089,1.0499999e-06,0.0039375233,2.54,1.112,1.758e-05,632.6198,14,-0.27986429866580276,-0.039168455927264166,0.12899437150561982,0.23612054858558962,-0.006726802039346663
94,0.45988053,1.2e-07,0.0019005165,1.62,1.112,1.758e-05,194.7478,14,-0.22681238341269833,-0.09980869716102822,0.2702143123731226,-0.025950891996738973,0.12619878254508482
95,0.5325155,7e-07,0.0032139106,2.14,1.112,1.758e-05,435.04434,14,-0.3594793116316213,-0.07571751934821762,0.20686123843487406,-0.009117229028021338,0.027000271459706626
96,0.9017589,4.9999997e-08,0.0011376046,1.25,1.112,1.758e-05,89.94712,13,0.3732709483436612,-0.12838498382399918,-0.03425119136304202,0.006294408540736169,-0.018402524981937323
97,0.81952983,2e-06,0.004764353,2.0,1.112,1.758e-05,602.7259,11,-0.06505442972629408,-0.20923307817088313,-0.05981459295245957,0.042154891999004275,0.0798572000083049
98,0.17013733,1.5e-08,0.0020696365,1.9,1.112,1.758e-05,248.7331,7,0.12208557684455966,0.508759322690893,0.029576678352580023,-0.1187197439104885,-0.09577648447426484
99,2.9604855,1.6999999e-07,0.0013630314,1.05,1.112,1.758e-05,90.52762,14,-0.08101870792832236,-0.155498330619665,-0.0812371188977964,0.23643393248800118,0.11606723595668918
100,0.94412285,1.6999999e-07,0.0024745269,1.1,1.112,1.758e-05,172.17528,9,-0.02783829263590531,-0.1671236115884621,-0.18218659003851123,0.04515396034528756,0.17547265872394713
101,0.77776414,1.2e-07,0.0021898525,1.2,1.112,1.758e-05,166.21953,12,-0.047511053051445075,-0.18590674355559048,-0.08255886173181014,-0.19722286663274405,-0.021451514023689906
102,0.67211854,2e-06,0.004153269,2.4,1.112,1.758e-05,630.5031,13,0.12328327975545146,-0.08777800181597308,0.47583890695889464,-0.08060243262072223,0.05658094832972493
103,0.35196573,1.9999999e-07,0.0023695345,2.0,1.112,1.758e-05,299.76364,15,0.2413130641525656,-0.3452915756542813,0.17157367122910414,-0.07065831955914642,-0.0581802984451594
104,0.46522298,1.9999999e-07,0.0025779144,1.6,1.112,1.758e-05,260.9002,13,0.05812264480579317,-0.13653112039467932,-0.16215715068072076,0.1278647538358481,0.017986622947976674
105,1.8132721,1.9000001e-07,0.0031252103,0.8,1.112,1.758e-05,158.14488,10,-0.08585328009245839,0.2569746018006027,-0.07331047796035652,-0.14929414088215362,-0.02942673878504463
106,1.0650238,9e-08,0.0012450136,1.4,1.112,1.758e-05,110.252396,14,0.10917955607806815,-0.31276115773113766,0.11533645531732035,0.1280689478160864,-0.04689710345096798
107,0.6264075,1.2e-07,0.0015861116,1.7,1.112,1.758e-05,170.55664,14,-0.3795493507711285,-0.11602664907923799,0.06405725867547316,0.026318512744230284,-0.04236174605882659
108,0.4054388,1.9999999e-07,0.002640585,1.7,1.112,1.758e-05,283.9455,15,0.36300430696843544,-0.1721395131833051,-0.1591699116341507,-0.14630784239378697,-0.0014160848928468641
109,0.55006856,1.6999999e-07,0.0020148598,1.7,1.112,1.758e-05,216.66048,14,0.24821454406264026,-0.11520453566727462,-0.04241773825143442,0.08448466725874428,-0.16802908622180163
110,4.161674,1.6999999e-07,0.0020058353,0.7,1.112,1.758e-05,88.813545,10,0.10180155073974698,0.2311627636034282,-0.04287388109765926,0.05595661271630127,0.009015544076514457
111,0.8210598,1.2e-07,0.0011790983,1.8,1.112,1.758e-05,134.2482,14,-0.38771285141377276,-0.053720334527704514,0.01352557133286801,0.10087171843025114,-0.01172711503823559
112,0.7610606,2e-06,0.0041617844,2.6,1.112,1.758e-05,684.44543,14,-0.3217771076251564,-0.019280505860054135,0.25707841566222983,-0.06304483789011778,-0.1351663655945854
113,2.3707063,3e-07,0.0021604374,1.0,1.112,1.758e-05,136.65565,14,-0.12001068124731339,-0.3126517123112396,-0.007108956849789887,0.027672701543478964,0.028255745308143038
114,1.179608,1.2e-07,0.0016137882,1.2,1.112,1.758e-05,122.49369,12,-0.12803311933928713,-0.18033534093388695,-0.1687832637058711,0.0855301344652143,0.060724930684089934
115,0.8704245,3e-07,0.0017028586,2.0,1.112,1.758e-05,215.42421,14,-0.4748037618641436,0.21974270983122698,-0.054514326331650494,-0.05407479352308299,-0.13119297256829338
116,0.59712905,9e-08,0.0010998693,2.0,1.112,1.758e-05,139.1416,14,-0.3546964951120188,-0.13016500713452547,-0.07076440015961756,-0.014556933018094855,-0.05190943860627869
117,2.4965048,6e-08,0.0010614787,0.9,1.112,1.758e-05,60.428215,15,-0.37796951912515375,-0.03162339334182936,-0.18624297518468866,-0.0340526734441033,-0.041600432552288215
118,1.9632071,1.3e-06,0.0024541563,2.1,1.112,1.758e-05,325.99234,13,-0.018813042521468957,-0.039785315566098614,-0.21210360873303133,0.10427576472533208,0.01898984783916766
119,0.52618927,8.1e-07,0.0071254936,1.4,1.112,1.758e-05,630.9993,2,0.07685009539427173,0.35170933783748765,0.009774308939705649,-0.020269019344203235,0.07348133571088757
120,1.0946602,5.1e-07,0.0050475737,1.0,1.112,1.758e-05,319.2777,1,0.05339359431661588,0.16320005813483618,-0.07133104814410458,-0.31748694279135825,-0.06831079994012136
121,2.1729589,1.9999999e-07,0.0017676872,1.0,1.112,1.758e-05,111.812744,15,0.013129724573765114,-0.3562273483208173,-0.1018207405174799,-0.0011541050246826297,-0.06927108614884776
122,0.86299545,2e-06,0.0032607985,2.8,1.112,1.758e-05,577.5212,15,0.3916681407502747,-0.18746170416401775,-0.17740353476199705,-0.11629903127378231,-0.027184819378012273
123,1.9971843,1.6999999e-07,0.001797872,1.0,1.112,1.758e-05,113.72205,14,-0.307417994321777,-0.06997425598948388,0.09082889413634591,-0.0851605135020779,0.14175724326279668
124,0.4725349,3e-07,0.0019904233,2.3,1.112,1.758e-05,289.57376,15,-0.18376162924443892,-0.2590010437329849,-0.11714827294846164,0.11511557622467787,-0.008421201374105467
125,0.9947606,5.3e-07,0.0040309685,1.4,1.112,1.758e-05,356.96313,3,0.1341421137324977,0.2616303606336475,6.13829985994046e-05,-0.09129381688162652,0.3256425695748397
126,0.7843355,9e-08,0.0015749868,1.2,1.112,1.758e-05,119.5485,13,0.2856749760247206,0.1674060897441884,-0.14391143837036852,0.07415459158299852,0.07130485038920878
127,1.327452,1.5999999e-06,0.0027662937,2.4,1.112,1.758e-05,419.94797,15,0.3575088082503128,-0.2780397744843264,-0.15336000828137655,-0.020476123109093882,-0.0848343318417447
